,date,region,trigger,depth,width
4845,3/1/2012,Skyline,Natural,,"2,500'"
4846,3/1/2012,Salt Lake,Skier,2',150'
4847,3/1/2012,Skyline,Natural,,
4848,3/1/2012,Salt Lake,Natural,,
4849,3/1/2012,Salt Lake,Snowboarder,"6""",30'
4850,2/29/2012,Provo,Skier,2',300'
4851,2/29/2012,Salt Lake,Natural,5',300'
4852,2/29/2012,Salt Lake,Natural,,250'
4853,2/28/2012,Salt Lake,Skier,2.5',100'
4854,2/28/2012,Logan,Natural,,40'
4855,2/28/2012,Salt Lake,Unknown,"10""",150'
4856,2/28/2012,Salt Lake,Skier,"8""",200'
4857,2/28/2012,Salt Lake,Skier,"18""",150'
4858,2/28/2012,Salt Lake,Skier,2.5',100'
4859,2/28/2012,Salt Lake,Skier,"12""",200'
4860,2/27/2012,Logan,Natural,,100'
4861,2/26/2012,Salt Lake,Skier,"12""",80'
4862,2/26/2012,Salt Lake,Skier,,125'
4863,2/26/2012,Salt Lake,Skier,"12""",125'
4864,2/26/2012,Salt Lake,Skier,"12""",175'
4865,2/25/2012,Provo,Natural,2',300'
4866,2/25/2012,Provo,Snowmobiler,3',80'
4867,2/25/2012,Moab,Skier,"13""",25'
4868,2/25/2012,Ogden,Natural,"20""",100'
4869,2/24/2012,Skyline,Natural,,"2,500'"
4870,2/24/2012,Salt Lake,Skier,,
4871,2/24/2012,Salt Lake,Explosive,,
4872,2/24/2012,Salt Lake,Unknown,,
4873,2/24/2012,Provo,Snowmobiler,4',250'
4874,2/24/2012,Logan,Snowmobiler,2',175'
4875,2/24/2012,SE Idaho,Snowmobiler,2',
4876,2/24/2012,Uintas,Skier,2.5',50'
4877,2/24/2012,Uintas,Snowmobiler,3',
4878,2/24/2012,Ogden,Snowmobiler,3',300'
4879,2/24/2012,Salt Lake,Snowmobiler,,
4880,2/24/2012,Salt Lake,Natural,,
4881,2/24/2012,Salt Lake,Skier,"1""",90'
4882,2/24/2012,Salt Lake,Explosive,4',600'
4883,2/24/2012,Salt Lake,Snowmobiler,2',200'
4884,2/24/2012,Salt Lake,Explosive,,
4885,2/23/2012,Salt Lake,Natural,,
4886,2/23/2012,Provo,Natural,,
4887,2/23/2012,Salt Lake,Snowboarder,"16""",50'
4888,2/23/2012,Uintas,Natural,2.5',
4889,2/23/2012,Salt Lake,Explosive,,
4890,2/23/2012,Salt Lake,Skier,"18""",45'
4891,2/23/2012,Uintas,Natural,2.5',
4892,2/23/2012,Uintas,Natural,,100'
4893,2/23/2012,SE Idaho,Snowmobiler,2.5',250'
4894,2/23/2012,Uintas,Skier,,
4895,2/23/2012,Salt Lake,Natural,2.5',80'
4896,2/22/2012,Logan,Snowmobiler,3',200'
4897,2/22/2012,Logan,Natural,,
4898,2/22/2012,Logan,Snowmobiler,"18""",100'
4899,2/22/2012,Logan,Snowmobiler,2.5',600'
4900,2/22/2012,Ogden,Natural,,50'
4901,2/22/2012,Logan,Natural,2',100'
4902,2/21/2012,Salt Lake,Skier,"5""",60'
4903,2/20/2012,Salt Lake,Skier,"8""",70'
4904,2/20/2012,SE Idaho,Snowmobiler,3.5',60'
4905,2/20/2012,Salt Lake,Skier,"10""",50'
4906,2/20/2012,Salt Lake,Explosive,2.5',300'
4907,2/19/2012,Salt Lake,Natural,"2""",30'
4908,2/19/2012,Provo,Natural,"6""",200'
4909,2/19/2012,Provo,Snowmobiler,"12""",200'
4910,2/18/2012,Uintas,Snowmobiler,2.5',200'
4911,2/16/2012,Uintas,Snowmobiler,3',100'
4912,2/15/2012,Logan,Natural,"10""",50'
4913,2/13/2012,Salt Lake,Unknown,"14""",35'
4914,2/13/2012,Salt Lake,Natural,2',300'
4915,2/12/2012,Salt Lake,Unknown,"7""",100'
4916,2/12/2012,Salt Lake,Natural,"8""",500'
4917,2/12/2012,Provo,Natural,"9""",150'
4918,2/12/2012,Salt Lake,Natural,"12""",300'
4919,2/11/2012,Logan,Natural,,25'
4920,2/10/2012,Provo,Unknown,,
4921,2/5/2012,Southwest,Snowmobiler,3',"1,500'"
4922,2/4/2012,Uintas,Snowmobiler,3',100'
4923,2/4/2012,Salt Lake,Snowmobiler,4',80'
4924,2/3/2012,Logan,Snowmobiler,"8""",70'
4925,2/3/2012,SE Idaho,Snowboarder,"18""",50'
4926,2/3/2012,Salt Lake,Natural,,
4927,2/3/2012,Salt Lake,Natural,,
4928,1/29/2012,Skyline,Unknown,3',125'
4929,1/29/2012,Salt Lake,Skier,2',400'
4930,1/29/2012,Salt Lake,Skier,3.5',70'
4931,1/29/2012,Salt Lake,Skier,"18""",125'
4932,1/29/2012,Salt Lake,Natural,,
4933,1/28/2012,Salt Lake,Skier,3',200'
4934,1/28/2012,Salt Lake,Snowboarder,2.5',"1,000'"
4935,1/28/2012,Salt Lake,Skier,2',80'
4936,1/28/2012,Uintas,Snowmobiler,4',900'
4937,1/28/2012,Uintas,Snowmobiler,3',500'
4938,1/28/2012,Uintas,Skier,3',175'
4939,1/27/2012,Salt Lake,Explosive,3',200'
4940,1/27/2012,Salt Lake,Unknown,3',100'
4941,1/27/2012,Salt Lake,Skier,"12""",35'
4942,1/27/2012,Salt Lake,Skier,3',200'
4943,1/27/2012,Skyline,Skier,2.5',250'
4944,1/27/2012,Salt Lake,Natural,,
4945,1/27/2012,Salt Lake,Explosive,3',150'
4946,1/26/2012,Skyline,Natural,"14""",40'
4947,1/26/2012,Skyline,Natural,"14""",60'
4948,1/25/2012,Uintas,Snowmobiler,3',500'
4949,1/25/2012,Logan,Snowmobiler,4',
4950,1/24/2012,Salt Lake,Skier,2',70'
4951,1/24/2012,Skyline,Unknown,,
4952,1/24/2012,Salt Lake,Unknown,3',200'
4953,1/24/2012,Ogden,Snowmobiler,7',200'
4954,1/23/2012,Salt Lake,Unknown,2.5',45'
4955,1/23/2012,Salt Lake,Skier,4',150'
4956,1/23/2012,Salt Lake,Unknown,,
4957,1/23/2012,Skyline,Unknown,,200'
4958,1/22/2012,Salt Lake,Snowboarder,5',80'
4959,1/22/2012,Salt Lake,Skier,2.5',40'
4960,1/22/2012,Salt Lake,Unknown,,
4961,1/22/2012,Salt Lake,Natural,,"2,500'"
4962,1/22/2012,Provo,Skier,2.5',400'
4963,1/22/2012,Provo,Skier,3',250'
4964,1/22/2012,Salt Lake,Unknown,,
4965,1/22/2012,Provo,Natural,"12""",80'
4966,1/22/2012,Provo,Natural,,
4967,1/22/2012,Salt Lake,Natural,,900'
4968,1/22/2012,Salt Lake,Unknown,,
4969,1/22/2012,Salt Lake,Natural,,
4970,1/22/2012,Provo,Natural,,900'
4971,1/22/2012,Logan,Natural,3',
4972,1/22/2012,Salt Lake,Natural,,
4973,1/22/2012,Provo,Natural,,
4974,1/22/2012,Salt Lake,Unknown,,
4975,1/22/2012,Salt Lake,Unknown,,90'
4976,1/22/2012,Salt Lake,Natural,,
4977,1/22/2012,Ogden,Natural,3',200'
4978,1/22/2012,Provo,Natural,2.5',
4979,1/22/2012,Salt Lake,Natural,,
4980,1/22/2012,Uintas,Natural,,
4981,1/22/2012,Salt Lake,Natural,"18""",70'
4982,1/22/2012,Salt Lake,Natural,2',350'
4983,1/22/2012,SE Idaho,Unknown,2.5',400'
4984,1/22/2012,Salt Lake,Natural,,150'
4985,1/22/2012,Uintas,Snowmobiler,,300'
4986,1/22/2012,Salt Lake,Natural,,
4987,1/21/2012,Logan,Unknown,2',200'
4988,1/21/2012,Salt Lake,Unknown,"15""",350'
4989,1/21/2012,Logan,Snowboarder,3',70'
4990,1/21/2012,Logan,Unknown,,
4991,1/21/2012,Salt Lake,Skier,2',
4992,1/21/2012,Salt Lake,Skier,"20""","1,500'"
4993,1/21/2012,Provo,Natural,,
4994,1/21/2012,Uintas,Natural,2.5',600'
4995,1/21/2012,Salt Lake,Skier,"20""",150'
4996,1/21/2012,Salt Lake,Natural,,
4997,1/21/2012,Provo,Natural,,
4998,1/21/2012,Salt Lake,Natural,,300'
4999,1/21/2012,Salt Lake,Skier,"14""",175'
5000,1/21/2012,Salt Lake,Skier,2',500'
5001,1/21/2012,Salt Lake,Skier,"18""",50'
5002,1/21/2012,Provo,Natural,,
5003,1/21/2012,Salt Lake,Unknown,,
5004,1/21/2012,Salt Lake,Unknown,,
5005,1/21/2012,Salt Lake,Unknown,,
5006,1/21/2012,Logan,Natural,,300'
5007,1/21/2012,Logan,Skier,2',50'
5008,1/20/2012,Salt Lake,Skier,,40'
5009,1/20/2012,Logan,Unknown,2',125'
5010,1/20/2012,Logan,Skier,,
5011,1/20/2012,Salt Lake,Skier,2',300'
5012,1/20/2012,Salt Lake,Skier,"14""",70'
5013,1/20/2012,Salt Lake,Unknown,3',150'
5014,1/20/2012,Salt Lake,Skier,"12""",80'
5015,1/20/2012,Salt Lake,Skier,3.5',350'
5016,1/20/2012,Salt Lake,Skier,"20""",100'
5017,1/20/2012,Salt Lake,Snowboarder,3.5',125'
5018,1/20/2012,Salt Lake,Skier,"16""",500'
5019,1/20/2012,Salt Lake,Skier,"13""",250'
5020,1/20/2012,Salt Lake,Skier,"16""",80'
5021,1/20/2012,Logan,Unknown,"20""",
5022,1/20/2012,Logan,Natural,2',
5023,1/20/2012,Salt Lake,Skier,"12""",40'
5024,1/20/2012,Ogden,Skier,2.5',100'
5025,1/20/2012,Skyline,Skier,2.5',200'
5026,1/20/2012,SE Idaho,Snowmobiler,2.5',200'
5027,1/20/2012,Logan,Skier,2',80'
5028,1/20/2012,Salt Lake,Skier,"14""",60'
5029,1/20/2012,Uintas,Skier,,"1,000'"
5030,1/20/2012,Salt Lake,Skier,"18""",800'
5031,1/20/2012,Salt Lake,Unknown,"14""",500'
5032,1/20/2012,Salt Lake,Skier,"16""","2,500'"
5033,1/20/2012,Salt Lake,Skier,"16""",100'
5034,1/20/2012,Logan,Natural,,
5035,1/20/2012,Salt Lake,Skier,"18""",60'
5036,1/20/2012,Logan,Natural,,
5037,1/19/2012,Salt Lake,Skier,"12""",300'
5038,1/19/2012,Salt Lake,Natural,"16""","1,500'"
5039,1/19/2012,Salt Lake,Skier,,
5040,1/19/2012,Salt Lake,Natural,,
5041,1/19/2012,Salt Lake,Natural,"6""",300'
5042,1/19/2012,Salt Lake,Skier,"15""",150'
5043,1/19/2012,Salt Lake,Skier,"18""",20'
5044,1/19/2012,Salt Lake,Natural,"8""",70'
5045,1/19/2012,Logan,Natural,"12""",40'
5046,1/19/2012,Salt Lake,Unknown,3',60'
5047,1/19/2012,Salt Lake,Skier,"14""",500'
5048,1/19/2012,Salt Lake,Unknown,"12""",600'
5049,1/19/2012,Ogden,Natural,2',
5050,1/19/2012,Salt Lake,Skier,"7""",100'
5051,1/19/2012,Salt Lake,Natural,,60'
5052,1/19/2012,Salt Lake,Natural,,
5053,1/19/2012,Salt Lake,Natural,,
5054,1/19/2012,Salt Lake,Skier,"22""","1,500'"
5055,1/19/2012,Uintas,Unknown,"14""",70'
5056,1/18/2012,Logan,Skier,"12""",80'
5057,1/17/2012,Ogden,Skier,3',125'
5058,1/15/2012,Salt Lake,Skier,"4""",60'
5059,1/15/2012,Salt Lake,Unknown,"10""",
5060,1/11/2012,Salt Lake,Skier,"18""",60'
5061,1/9/2012,Provo,Skier,"14""",40'
5062,1/9/2012,Salt Lake,Natural,"8""",30'
5063,1/8/2012,Salt Lake,Skier,"8""",45'
5064,1/5/2012,Salt Lake,Skier,,20'
5065,1/3/2012,Salt Lake,Natural,"12""",70'
5066,1/3/2012,Provo,Skier,"12""",100'
5067,1/2/2012,Salt Lake,Skier,"12""",25'
5068,1/2/2012,Salt Lake,Natural,,150'
5069,1/2/2012,Salt Lake,Skier,"10""",60'
5070,1/2/2012,Uintas,Snowmobiler,,300'
5071,1/2/2012,Salt Lake,Unknown,2',150'
5072,1/1/2012,Skyline,Unknown,,300'
5073,1/1/2012,Logan,Skier,"14""",100'
5074,12/31/2011,Salt Lake,Snowboarder,"8""",60'
5075,12/31/2011,Salt Lake,Natural,"12""",100'
5076,12/31/2011,Ogden,Natural,"6""",50'
5077,12/31/2011,Salt Lake,Skier,"15""",175'
5078,12/31/2011,Salt Lake,Natural,"10""",
5079,12/30/2011,Salt Lake,Skier,,
5080,12/30/2011,Salt Lake,Skier,"12""",40'
5081,12/29/2011,Salt Lake,Skier,,50'
5082,12/27/2011,Salt Lake,Unknown,"12""",
5083,12/26/2011,Salt Lake,Skier,"9""",60'
5084,12/26/2011,Salt Lake,Skier,"8""",20'
5085,12/26/2011,Salt Lake,Skier,"4""",40'
5086,12/23/2011,Salt Lake,Skier,"10""",25'
5087,12/23/2011,Salt Lake,Skier,,
5088,12/22/2011,Salt Lake,Skier,"12""",20'
5089,12/22/2011,Salt Lake,Natural,"18""",40'
5090,12/17/2011,Salt Lake,Skier,"8""",30'
5091,12/17/2011,Salt Lake,Skier,"6""",35'
5092,12/16/2011,Moab,Natural,"9""",150'
5093,12/14/2011,Moab,Unknown,,
5094,12/13/2011,Moab,Unknown,,80'
5095,11/25/2011,Salt Lake,,2',80'
5096,11/22/2011,Salt Lake,Unknown,,
5097,11/20/2011,Salt Lake,Skier,3',200'
5098,11/20/2011,Salt Lake,Skier,3.5',20'
5099,11/20/2011,Salt Lake,Unknown,3',150'
5100,11/19/2011,Salt Lake,Skier,2.5',125'
5101,11/19/2011,Salt Lake,Snowboarder,"22""",175'
5102,11/19/2011,Logan,Natural,,
5103,11/14/2011,Salt Lake,Natural,"12""",80'
5104,11/14/2011,Logan,Natural,2',100'
5105,11/13/2011,Salt Lake,Skier,,
5106,11/13/2011,Salt Lake,Unknown,"20""",40'
5107,11/13/2011,Salt Lake,Skier,"18""",40'
5108,11/13/2011,Salt Lake,Natural,"18""",400'
5109,11/13/2011,Salt Lake,Skier,"12""",250'
5110,11/13/2011,Salt Lake,Skier,2.5',15'
5111,11/13/2011,Salt Lake,Skier,"12""",
5112,11/13/2011,Salt Lake,Skier,2.5',15'
5113,11/13/2011,Salt Lake,Snowboarder,"16""",150'
5114,11/13/2011,Salt Lake,Skier,"22""",50'
5115,11/13/2011,Salt Lake,Unknown,"10""",
5116,11/13/2011,Skyline,Snowboarder,"12""",500'
5117,11/13/2011,Salt Lake,Skier,"20""",45'
5118,11/13/2011,Salt Lake,Unknown,"12""",80'
5119,11/13/2011,Salt Lake,Skier,"12""",
5120,11/13/2011,Salt Lake,Natural,"14""",80'
5121,11/13/2011,Salt Lake,Skier,"16""",250'
5122,11/13/2011,Salt Lake,Skier,"20""",100'
5123,11/12/2011,Salt Lake,Skier,"12""",40'
5124,11/12/2011,Salt Lake,Skier,"6""",60'
5125,11/12/2011,Salt Lake,Snowboarder,"12""",100'
5126,11/12/2011,Logan,Natural,"12""",150'
5127,11/11/2011,Salt Lake,Natural,,
5128,11/7/2011,Salt Lake,Skier,"8""",80'
5129,11/6/2011,Salt Lake,Skier,"12""",15'
5130,6/21/2011,Salt Lake,Unknown,,
5131,6/20/2011,Salt Lake,Natural,,200'
5132,6/20/2011,Salt Lake,Natural,4.5',
5133,6/2/2011,Salt Lake,Skier,"6""",40'
5134,5/20/2011,Salt Lake,Skier,"8""",50'
5135,5/20/2011,Salt Lake,Skier,"8""",10'
5136,5/19/2011,Salt Lake,Unknown,,
5137,5/17/2011,Salt Lake,Skier,"9""",15'
5138,5/11/2011,Ogden,Natural,3.5',250'
5139,4/30/2011,Logan,Skier,"6""",40'
5140,4/27/2011,Salt Lake,Unknown,,
5141,4/27/2011,Salt Lake,Unknown,"18""",150'
5142,4/27/2011,Salt Lake,Snowboarder,"1""",70'
5143,4/27/2011,Salt Lake,Skier,"6""",40'
5144,4/27/2011,Salt Lake,Skier,"18""",500'
5145,4/27/2011,Provo,Skier,"12""",200'
5146,4/26/2011,Salt Lake,Skier,"6""",30'
5147,4/26/2011,Salt Lake,Skier,"9""",350'
5148,4/26/2011,,Skier,"11""",150'
5149,4/26/2011,Salt Lake,Unknown,,
5150,4/26/2011,Salt Lake,Skier,,
5151,4/26/2011,Salt Lake,Skier,"16""",150'
5152,4/22/2011,Salt Lake,Skier,"10""",150'
5153,4/22/2011,Salt Lake,Skier,"8""",30'
5154,4/22/2011,Salt Lake,Skier,"12""",60'
5155,4/22/2011,Salt Lake,,,
5156,4/22/2011,Salt Lake,Skier,,
5157,4/22/2011,Salt Lake,Natural,4',100'
5158,4/21/2011,Salt Lake,Snowboarder,"8""",100'
5159,4/20/2011,Salt Lake,Natural,,
5160,4/19/2011,Salt Lake,Unknown,,
5161,4/19/2011,Salt Lake,Unknown,5',250'
5162,4/19/2011,Salt Lake,Skier,"10""",90'
5163,4/19/2011,Salt Lake,Skier,"12""",60'
5164,4/19/2011,Salt Lake,Skier,"10""",35'
5165,4/18/2011,Logan,Natural,"12""",80'
5166,4/18/2011,Logan,Skier,"10""",30'
5167,4/18/2011,Salt Lake,Snowshoer,"12""",60'
5168,4/16/2011,Salt Lake,Snowboarder,"12""",60'
5169,4/14/2011,Salt Lake,Unknown,,
5170,4/14/2011,Salt Lake,Skier,"12""",150'
5171,4/14/2011,Salt Lake,Skier,"15""",30'
5172,4/14/2011,Salt Lake,Skier,"6""",20'
5173,4/11/2011,Logan,Unknown,"16""",80'
5174,4/11/2011,Salt Lake,Snowboarder,,
5175,4/10/2011,Salt Lake,Skier,"10""",400'
5176,4/10/2011,Logan,Natural,"6""",300'
5177,4/10/2011,Salt Lake,Natural,,
5178,4/10/2011,Logan,Snowmobiler,"6""",300'
5179,4/10/2011,Logan,Unknown,"5""",150'
5180,4/10/2011,Logan,Natural,2',250'
5181,4/9/2011,Salt Lake,Skier,,25'
5182,4/9/2011,Provo,Natural,3',700'
5183,4/8/2011,Salt Lake,Skier,"6""",25'
5184,4/8/2011,Salt Lake,Skier,"8""",20'
5185,4/8/2011,Salt Lake,Skier,"12""",10'
5186,4/6/2011,Salt Lake,Skier,"4""",100'
5187,4/4/2011,Salt Lake,Unknown,4',70'
5188,4/4/2011,Provo,Natural,"12""",50'
5189,4/2/2011,Salt Lake,Natural,,
5190,4/1/2011,Uintas,Natural,"10""",40'
5191,3/31/2011,Salt Lake,Skier,"4""",80'
5192,3/31/2011,Logan,Unknown,,
5193,3/31/2011,Logan,Natural,"18""",300'
5194,3/31/2011,Ogden,Natural,,
5195,3/31/2011,Logan,Natural,,200'
5196,3/31/2011,Logan,Natural,2.5',300'
5197,3/29/2011,Salt Lake,Natural,,
5198,3/29/2011,Logan,Skier,"12""",30'
5199,3/29/2011,Ogden,Snowmobiler,"15""",250'
5200,3/29/2011,Salt Lake,Skier,"16""",60'
5201,3/29/2011,Salt Lake,Natural,2',20'
5202,3/28/2011,Provo,Natural,6',800'
5203,3/27/2011,Provo,Natural,6',"5,000'"
5204,3/27/2011,Provo,Natural,,
5205,3/27/2011,Salt Lake,Skier,"6""",100'
5206,3/27/2011,Salt Lake,Skier,"10""",70'
5207,3/27/2011,Provo,Natural,"2""",150'
5208,3/26/2011,Salt Lake,Natural,,
5209,3/26/2011,Skyline,Skier,,350'
5210,3/26/2011,Salt Lake,Skier,,
5211,3/26/2011,Salt Lake,Skier,"9""",200'
5212,3/26/2011,Salt Lake,Snowboarder,"5""",150'
5213,3/25/2011,Salt Lake,Natural,"18""",125'
5214,3/25/2011,Salt Lake,Natural,5',60'
5215,3/25/2011,Salt Lake,Skier,"6""",20'
5216,3/25/2011,Ogden,Skier,2.5',60'
5217,3/24/2011,Salt Lake,Snowmobiler,"12""",100'
5218,3/23/2011,Logan,Snowmobiler,,
5219,3/22/2011,Ogden,Natural,4.5',200'
5220,3/22/2011,Salt Lake,Skier,"10""",200'
5221,3/22/2011,Provo,Natural,2',400'
5222,3/22/2011,Logan,Natural,3.5',175'
5223,3/22/2011,Salt Lake,Skier,"12""",10'
5224,3/22/2011,Provo,Unknown,"16""",100'
5225,3/22/2011,Logan,Natural,,
5226,3/22/2011,Logan,Natural,8',500'
5227,3/22/2011,Logan,Natural,3',"1,000'"
5228,3/22/2011,Logan,Natural,3.5',"1,000'"
5229,3/21/2011,Salt Lake,Natural,4',500'
5230,3/20/2011,Salt Lake,Natural,"12""",
5231,3/20/2011,Salt Lake,Skier,"12""",50'
5232,3/20/2011,Salt Lake,Unknown,,
5233,3/20/2011,Salt Lake,Skier,"6""",15'
5234,3/20/2011,Salt Lake,Skier,"7""",100'
5235,3/20/2011,Salt Lake,Snowboarder,"10""",60'
5236,3/19/2011,Salt Lake,Natural,"10""",50'
5237,3/19/2011,Logan,Unknown,"18""",500'
5238,3/19/2011,Salt Lake,Skier,2',200'
5239,3/18/2011,Salt Lake,Skier,"6""",25'
5240,3/18/2011,Salt Lake,Unknown,"16""",70'
5241,3/17/2011,Logan,Snowmobiler,"18""",200'
5242,3/17/2011,Logan,Unknown,"8""",60'
5243,3/17/2011,Uintas,Natural,"20""",300'
5244,3/17/2011,Salt Lake,Unknown,,
5245,3/17/2011,,Explosive,2.5',300'
5246,3/16/2011,Logan,Natural,3',300'
5247,3/16/2011,Salt Lake,Natural,,
5248,3/16/2011,Salt Lake,Natural,6',300'
5249,3/16/2011,Logan,Skier,"12""",150'
5250,3/16/2011,Salt Lake,Natural,,
5251,3/16/2011,Salt Lake,Natural,7',200'
5252,3/15/2011,Uintas,Natural,,
5253,3/13/2011,Salt Lake,Skier,"10""",70'
5254,3/13/2011,Salt Lake,Skier,"6""",60'
5255,3/13/2011,Provo,Natural,,
5256,3/12/2011,Provo,Natural,,125'
5257,3/12/2011,Logan,Natural,4.5',200'
5258,3/11/2011,Salt Lake,Skier,"8""",10'
5259,3/11/2011,Ogden,Natural,,100'
5260,3/11/2011,Logan,Natural,4',
5261,3/11/2011,Ogden,Natural,3',250'
5262,3/11/2011,Salt Lake,Skier,,
5263,3/10/2011,Uintas,Snowmobiler,3',175'
5264,3/10/2011,Salt Lake,Natural,,
5265,3/10/2011,Ogden,Skier,"12""",50'
5266,3/10/2011,Logan,Natural,,
5267,3/10/2011,Logan,Snowboarder,"12""",40'
5268,3/9/2011,Salt Lake,Snowboarder,,400'
5269,3/9/2011,Uintas,Snowmobiler,2.5',200'
5270,3/9/2011,Logan,Unknown,"18""",60'
5271,3/9/2011,Moab,Natural,,100'
5272,3/9/2011,Salt Lake,Skier,2',60'
5273,3/9/2011,Salt Lake,Skier,"16""",125'
5274,3/8/2011,Salt Lake,Skier,"18""",300'
5275,3/8/2011,Moab,Natural,,
5276,3/8/2011,Salt Lake,Unknown,"16""",20'
5277,3/8/2011,Moab,Natural,,300'
5278,3/8/2011,Uintas,Skier,2',200'
5279,3/8/2011,Uintas,Skier,2.5',
5280,3/8/2011,Salt Lake,Unknown,"2""",200'
5281,3/8/2011,Ogden,Natural,,
5282,3/8/2011,Salt Lake,Skier,"21""",50'
5283,3/7/2011,Salt Lake,Skier,"16""",30'
5284,3/7/2011,Salt Lake,Skier,"10""",50'
5285,3/7/2011,Provo,Natural,5',400'
5286,3/7/2011,Provo,Natural,,
5287,3/7/2011,Ogden,Natural,5',
5288,3/6/2011,Salt Lake,Skier,"8""",30'
5289,3/6/2011,Logan,Skier,"12""",60'
5290,3/6/2011,Ogden,Natural,4',500'
5291,3/5/2011,Salt Lake,Natural,,
5292,3/5/2011,Logan,Snowboarder,,200'
5293,3/5/2011,Ogden,Skier,3',125'
5294,3/5/2011,Salt Lake,Natural,,
5295,3/4/2011,Ogden,Natural,,200'
5296,3/4/2011,Salt Lake,Unknown,,150'
5297,3/3/2011,Salt Lake,Skier,"10""",30'
5298,3/2/2011,Salt Lake,Skier,"3""",30'
5299,3/2/2011,Salt Lake,Natural,3.5',400'
5300,3/2/2011,Salt Lake,Natural,,
5301,3/1/2011,Salt Lake,Skier,,15'
5302,3/1/2011,Salt Lake,Natural,2',100'
5303,3/1/2011,Skyline,Natural,"20""",
5304,2/28/2011,Salt Lake,Unknown,"2""",25'
5305,2/28/2011,Salt Lake,Snowboarder,"8""",40'
5306,2/28/2011,Logan,Natural,3.5',350'
5307,2/28/2011,Provo,Skier,2',"1,000'"
5308,2/28/2011,Logan,Natural,,100'
5309,2/28/2011,Uintas,Natural,,800'
5310,2/28/2011,Salt Lake,Skier,"18""",60'
5311,2/28/2011,Logan,Natural,,20'
5312,2/28/2011,Logan,Unknown,,300'
5313,2/28/2011,Salt Lake,Skier,"6""",250'
5314,2/28/2011,Salt Lake,Natural,5',150'
5315,2/27/2011,Uintas,Snowmobiler,"12""",150'
5316,2/27/2011,Ogden,Natural,5',250'
5317,2/27/2011,Uintas,Snowmobiler,2.5',150'
5318,2/27/2011,Salt Lake,Natural,,
5319,2/27/2011,Ogden,Natural,5.5',250'
5320,2/27/2011,Uintas,Unknown,"12""",50'
5321,2/26/2011,Logan,Natural,"12""",200'
5322,2/26/2011,Logan,Unknown,4',700'
5323,2/26/2011,Salt Lake,Natural,,400'
5324,2/26/2011,Logan,Natural,2',250'
5325,2/26/2011,Logan,Natural,,
5326,2/26/2011,Salt Lake,Natural,,
5327,2/26/2011,Uintas,Natural,3',175'
5328,2/26/2011,Salt Lake,Unknown,,
5329,2/25/2011,Ogden,Natural,,
5330,2/24/2011,Salt Lake,Natural,"3""",
5331,2/24/2011,Uintas,Natural,3',350'
5332,2/23/2011,Salt Lake,Explosive,3.5',200'
5333,2/23/2011,Logan,Skier,"12""",90'
5334,2/23/2011,Salt Lake,Snowmobiler,8',300'
5335,2/22/2011,Logan,Natural,2',80'
5336,2/22/2011,Ogden,Natural,,
5337,2/22/2011,Skyline,Snowmobiler,3.5',200'
5338,2/22/2011,Logan,Natural,,
5339,2/21/2011,Skyline,Unknown,2.5',
5340,2/21/2011,,Skier,2.5',400'
5341,2/21/2011,Logan,Skier,"14""",20'
5342,2/20/2011,Ogden,Unknown,"8""",
5343,2/20/2011,Salt Lake,Skier,"15""",70'
5344,2/20/2011,Uintas,Natural,2.5',500'
5345,2/20/2011,Provo,Explosive,3',300'
5346,2/20/2011,Provo,Skier,4',50'
5347,2/20/2011,Salt Lake,Natural,2.5',150'
5348,2/20/2011,Salt Lake,Skier,3',200'
5349,2/20/2011,Salt Lake,Natural,4',"1,500'"
5350,2/20/2011,Salt Lake,Natural,,
5351,2/20/2011,Salt Lake,Skier,,
5352,2/20/2011,,Skier,2.5',150'
5353,2/20/2011,Salt Lake,Natural,2',200'
5354,2/20/2011,Moab,Unknown,,40'
5355,2/20/2011,Salt Lake,Natural,,
5356,2/20/2011,Logan,Natural,,200'
5357,2/20/2011,Salt Lake,Natural,,
5358,2/19/2011,Salt Lake,Unknown,,
5359,2/19/2011,Moab,Skier,"18""",150'
5360,2/19/2011,Logan,Snowboarder,3',100'
5361,2/19/2011,Logan,Skier,,
5362,2/19/2011,Salt Lake,Skier,"12""",400'
5363,2/18/2011,Uintas,Natural,3',400'
5364,2/17/2011,Uintas,Snowmobiler,3',150'
5365,2/16/2011,Salt Lake,Natural,,90'
5366,2/14/2011,Salt Lake,Skier,"18""",20'
5367,2/14/2011,Salt Lake,Skier,"15""",150'
5368,2/14/2011,Logan,Natural,,40'
5369,2/13/2011,Logan,Snowmobiler,,
5370,2/13/2011,Provo,Snowmobiler,3',50'
5371,2/10/2011,Logan,Snowboarder,"16""",40'
5372,2/9/2011,Uintas,Snowmobiler,,600'
5373,2/8/2011,Moab,Unknown,,
5374,2/8/2011,Salt Lake,Natural,"12""",15'
5375,2/8/2011,Provo,Snowmobiler,2',200'
5376,2/8/2011,Logan,Natural,2',150'
5377,2/8/2011,Salt Lake,Explosive,2',
5378,2/7/2011,Logan,Snowmobiler,2',125'
5379,2/6/2011,Salt Lake,Snowboarder,"5""",25'
5380,2/6/2011,Salt Lake,Skier,"14""",125'
5381,2/6/2011,Salt Lake,Skier,"12""",
5382,2/5/2011,Salt Lake,Skier,"9""",70'
5383,2/5/2011,Logan,Unknown,,
5384,2/5/2011,Salt Lake,Skier,"10""",90'
