,date,region,trigger,depth,width
2213,1/22/2019,Ogden,Skier,"7""",15'
2214,1/22/2019,,Skier,,50'
2215,1/22/2019,Skyline,Natural,2',150'
2216,1/22/2019,,Skier,,50'
2217,1/21/2019,Salt Lake,,,
2218,1/21/2019,Salt Lake,Skier,"16""",250'
2219,1/21/2019,Moab,Natural,3',800'
2220,1/21/2019,Salt Lake,Skier,"18""",80'
2221,1/21/2019,Uintas,Natural,2',200'
2222,1/21/2019,,Natural,5',"1,500'"
2223,1/21/2019,Salt Lake,Skier,"14""",50'
2224,1/21/2019,Uintas,Natural,2',250'
2225,1/20/2019,Salt Lake,Unknown,,
2226,1/19/2019,Salt Lake,Skier,2',60'
2227,1/19/2019,Ogden,Unknown,"12""",40'
2228,1/19/2019,Salt Lake,Natural,4',100'
2229,1/19/2019,Ogden,Skier,"5""",40'
2230,1/19/2019,Uintas,Explosive,4.5',450'
2231,1/19/2019,Salt Lake,Snowmobiler,"18""",
2232,1/19/2019,Salt Lake,,2',50'
2233,1/19/2019,Ogden,Snow Bike,,
2234,1/19/2019,Logan,Natural,,
2235,1/19/2019,Salt Lake,Natural,"18""",300'
2236,1/18/2019,Skyline,Skier,3',500'
2237,1/18/2019,Logan,Natural,4',"1,500'"
2238,1/18/2019,Uintas,Skier,2',100'
2239,1/18/2019,Skyline,,,
2240,1/18/2019,Skyline,Natural,,
2241,1/18/2019,Moab,Natural,4',"1,500'"
2242,1/18/2019,Logan,Natural,,
2243,1/18/2019,Skyline,Natural,,300'
2244,1/18/2019,Skyline,Natural,,
2245,1/18/2019,Logan,Natural,,
2246,1/18/2019,Skyline,Natural,,
2247,1/18/2019,Logan,Natural,,
2248,1/18/2019,Salt Lake,Natural,,
2249,1/18/2019,Provo,Natural,"20""",80'
2250,1/18/2019,Provo,Unknown,"10""",80'
2251,1/18/2019,Moab,Natural,"12""",50'
2252,1/18/2019,Ogden,Unknown,"20""",200'
2253,1/18/2019,Uintas,Snowmobiler,2',200'
2254,1/18/2019,Salt Lake,Skier,,
2255,1/17/2019,Salt Lake,Natural,"14""",35'
2256,1/17/2019,Provo,Natural,,150'
2257,1/17/2019,Provo,Natural,,
2258,1/17/2019,Salt Lake,Skier,2',80'
2259,1/17/2019,Salt Lake,Unknown,,90'
2260,1/17/2019,Provo,Snowmobiler,"16""",175'
2261,1/17/2019,Moab,Snowmobiler,,
2262,1/16/2019,Ogden,Skier,"8""",25'
2263,1/16/2019,Salt Lake,Skier,"12""",250'
2264,1/16/2019,Salt Lake,Natural,,
2265,1/16/2019,Ogden,Skier,"12""",60'
2266,1/16/2019,Moab,Natural,2',200'
2267,1/16/2019,Moab,Natural,2',300'
2268,1/16/2019,Ogden,Natural,"12""",150'
2269,1/16/2019,Ogden,Skier,"8""",40'
2270,1/16/2019,Salt Lake,Skier,"5""",50'
2271,1/16/2019,Salt Lake,Skier,"6""",60'
2272,1/13/2019,Provo,Natural,,
2273,1/13/2019,Provo,Natural,,
2274,1/13/2019,Skyline,Snowmobiler,3',40'
2275,1/13/2019,Uintas,Unknown,2',70'
2276,1/12/2019,Skyline,Snowmobiler,,
2277,1/12/2019,Skyline,Snowmobiler,2',200'
2278,1/12/2019,Skyline,Snowmobiler,2',300'
2279,1/12/2019,Skyline,Snowmobiler,2',60'
2280,1/12/2019,Logan,Snowmobiler,6',400'
2281,1/11/2019,SE Idaho,Snow Bike,"18""",150'
2282,1/11/2019,Uintas,Skier,2.5',400'
2283,1/11/2019,SE Idaho,Snowmobiler,,
2284,1/10/2019,Uintas,Snowmobiler,"16""",60'
2285,1/10/2019,Skyline,Unknown,"18""",200'
2286,1/9/2019,Uintas,Natural,2',800'
2287,1/9/2019,Logan,Natural,,
2288,1/9/2019,Logan,Natural,"16""",250'
2289,1/9/2019,Logan,Natural,,
2290,1/9/2019,Logan,Natural,"12""",200'
2291,1/8/2019,Uintas,Snowmobiler,4',200'
2292,1/8/2019,Ogden,,,
2293,1/8/2019,Skyline,Snowmobiler,2',250'
2294,1/8/2019,Logan,Natural,2.5',35'
2295,1/8/2019,Uintas,Snowmobiler,5',200'
2296,1/8/2019,Skyline,Snowmobiler,2',200'
2297,1/8/2019,Uintas,Unknown,2',150'
2298,1/8/2019,Skyline,Snowmobiler,2',300'
2299,1/8/2019,Uintas,Snowmobiler,"18""",100'
2300,1/8/2019,SE Idaho,Snowmobiler,"16""",30'
2301,1/8/2019,Logan,Natural,"12""",100'
2302,1/8/2019,Logan,Snowmobiler,2',200'
2303,1/8/2019,Provo,Natural,"18""",100'
2304,1/8/2019,Logan,Snowmobiler,"16""",60'
2305,1/8/2019,Logan,Skier,2.5',450'
2306,1/8/2019,Provo,Natural,"18""",125'
2307,1/7/2019,Skyline,Natural,,
2308,1/7/2019,Skyline,Natural,,
2309,1/7/2019,Salt Lake,Natural,,80'
2310,1/7/2019,Ogden,Natural,2.5',60'
2311,1/7/2019,Skyline,Natural,,
2312,1/7/2019,Salt Lake,Natural,,70'
2313,1/7/2019,Ogden,Natural,,
2314,1/7/2019,Ogden,Natural,,
2315,1/7/2019,Skyline,Natural,2',40'
2316,1/7/2019,Uintas,Natural,2.5',600'
2317,1/7/2019,Skyline,Natural,2',
2318,1/7/2019,Salt Lake,Skier,2',80'
2319,1/7/2019,Logan,Natural,,
2320,1/7/2019,Salt Lake,Skier,"12""",70'
2321,1/7/2019,Ogden,Unknown,,80'
2322,1/7/2019,Logan,Natural,3',
2323,1/7/2019,Moab,Natural,,100'
2324,1/7/2019,Ogden,Natural,4',300'
2325,1/6/2019,Provo,Natural,"9""",20'
2326,1/6/2019,Ogden,Natural,,
2327,1/6/2019,Ogden,Natural,,250'
2328,1/6/2019,Provo,,,
2329,1/5/2019,Salt Lake,Snowboarder,"12""",50'
2330,1/5/2019,Salt Lake,Skier,"18""",60'
2331,1/5/2019,Salt Lake,Skier,"6""",80'
2332,1/5/2019,Salt Lake,Skier,"15""",25'
2333,1/5/2019,Salt Lake,Skier,"5""",30'
2334,1/5/2019,Salt Lake,Skier,"12""",200'
2335,1/5/2019,Salt Lake,Skier,"15""",125'
2336,1/5/2019,Salt Lake,Skier,2',30'
2337,1/4/2019,Salt Lake,Hiker,"8""",20'
2338,1/4/2019,Salt Lake,Natural,"5""",20'
2339,1/4/2019,Logan,Snowmobiler,6',300'
2340,1/3/2019,Salt Lake,Natural,,100'
2341,1/3/2019,Logan,Natural,,
2342,1/3/2019,Salt Lake,Natural,,
2343,1/2/2019,Salt Lake,Natural,,
2344,1/1/2019,Provo,Skier,"5""",
2345,12/31/2018,Uintas,Natural,2',300'
2346,12/31/2018,Salt Lake,Natural,2.5',80'
2347,12/31/2018,Logan,Natural,,
2348,12/31/2018,Salt Lake,Skier,"15""",30'
2349,12/30/2018,Salt Lake,,,
2350,12/30/2018,Salt Lake,Skier,"5""",20'
2351,12/29/2018,Skyline,Snowmobiler,"18""",150'
2352,12/29/2018,Salt Lake,Skier,"6""",5'
2353,12/29/2018,Provo,Natural,,100'
2354,12/29/2018,Salt Lake,Skier,"8""",30'
2355,12/29/2018,Salt Lake,Skier,"6""",30'
2356,12/29/2018,Uintas,Natural,"16""",100'
2357,12/28/2018,Salt Lake,Natural,3',80'
2358,12/28/2018,Logan,Skier,"4""",25'
2359,12/27/2018,Logan,Natural,"12""",150'
2360,12/26/2018,Salt Lake,Skier,"15""",45'
2361,12/26/2018,Salt Lake,Skier,"10""",20'
2362,12/26/2018,Salt Lake,Natural,,
2363,12/26/2018,Salt Lake,Skier,"3""",
2364,12/25/2018,Moab,Natural,"18""",125'
2365,12/25/2018,Moab,Natural,"22""",100'
2366,12/25/2018,Salt Lake,Skier,"15""",60'
2367,12/24/2018,Salt Lake,Snowboarder,"10""",50'
2368,12/24/2018,Uintas,Skier,"5""",5'
2369,12/23/2018,Salt Lake,Snowboarder,"18""",30'
2370,12/22/2018,Salt Lake,Skier,2',80'
2371,12/22/2018,Provo,Skier,"20""",25'
2372,12/22/2018,Salt Lake,Skier,"8""",45'
2373,12/22/2018,Salt Lake,Skier,"12""",30'
2374,12/22/2018,Salt Lake,Skier,2',70'
2375,12/22/2018,Salt Lake,Snowboarder,"14""",50'
2376,12/22/2018,Salt Lake,,,
2377,12/22/2018,Salt Lake,Skier,"10""",20'
2378,12/19/2018,Logan,Natural,,
2379,12/19/2018,Skyline,Natural,,
2380,12/18/2018,Skyline,Natural,,
2381,12/15/2018,Skyline,Snowmobiler,"20""",300'
2382,12/15/2018,Salt Lake,Natural,"14""",25'
2383,12/15/2018,Provo,Skier,"12""",70'
2384,12/14/2018,Skyline,Snowmobiler,2.5',150'
2385,12/14/2018,Ogden,Unknown,2.5',50'
2386,12/13/2018,Salt Lake,Natural,4',150'
2387,12/12/2018,Salt Lake,Natural,,
2388,12/12/2018,Skyline,Natural,3',450'
2389,12/12/2018,Skyline,Natural,,
2390,12/12/2018,Salt Lake,Natural,"8""",45'
2391,12/8/2018,Salt Lake,Skier,3',30'
2392,12/6/2018,Skyline,Skier,,
2393,12/5/2018,Moab,Natural,3.5',250'
2394,12/5/2018,Ogden,Skier,"8""",
2395,12/4/2018,Ogden,Skier,"14""",60'
2396,12/3/2018,Salt Lake,Unknown,,70'
2397,12/3/2018,Salt Lake,Natural,3',500'
2398,12/3/2018,Salt Lake,Skier,"10""",25'
2399,12/3/2018,Ogden,Natural,"8""",50'
2400,12/2/2018,Salt Lake,Natural,"18""",200'
2401,12/2/2018,Salt Lake,Skier,2',50'
2402,12/2/2018,Provo,Natural,,
2403,12/2/2018,Salt Lake,Skier,2',100'
2404,12/2/2018,Ogden,Natural,3',150'
2405,12/2/2018,Salt Lake,Natural,2.5',400'
2406,12/2/2018,Uintas,Unknown,6',250'
2407,12/1/2018,Salt Lake,Skier,,
2408,12/1/2018,Logan,Skier,,
2409,12/1/2018,Salt Lake,Skier,2',100'
2410,12/1/2018,Salt Lake,Natural,,
2411,12/1/2018,Salt Lake,Natural,,80'
2412,12/1/2018,Salt Lake,Natural,,150'
2413,12/1/2018,Salt Lake,,,100'
2414,12/1/2018,Salt Lake,Natural,,300'
2415,11/30/2018,Salt Lake,Natural,3',200'
2416,11/30/2018,Salt Lake,Natural,"20""",600'
2417,11/30/2018,Salt Lake,Skier,"12""",200'
2418,11/30/2018,Salt Lake,Skier,"20""",150'
2419,11/30/2018,Salt Lake,Skier,2',60'
2420,11/30/2018,Salt Lake,Skier,2',40'
2421,11/26/2018,Salt Lake,Skier,"18""",20'
2422,11/25/2018,Salt Lake,Skier,"22""",125'
2423,11/25/2018,Salt Lake,Skier,,
2424,11/25/2018,Salt Lake,Natural,"18""",500'
2425,11/25/2018,Salt Lake,Skier,"8""",5'
2426,11/25/2018,Salt Lake,Natural,2.5',100'
2427,11/25/2018,Salt Lake,Snowboarder,"20""",150'
2428,11/25/2018,Logan,Unknown,"10""",
2429,11/25/2018,Salt Lake,Skier,"20""",125'
2430,11/24/2018,Salt Lake,Skier,,50'
2431,11/24/2018,Salt Lake,Natural,"16""",250'
2432,11/24/2018,Salt Lake,Natural,,
2433,11/24/2018,Salt Lake,Natural,"18""",30'
2434,11/24/2018,Salt Lake,Natural,,
2435,11/24/2018,Salt Lake,Natural,"22""",150'
2436,11/24/2018,Salt Lake,Unknown,,
2437,11/24/2018,Provo,Natural,,100'
2438,11/24/2018,Salt Lake,Natural,,
2439,11/24/2018,Skyline,Natural,,
2440,11/24/2018,Salt Lake,Unknown,"12""",20'
2441,11/24/2018,Salt Lake,Natural,"20""",500'
2442,11/24/2018,Salt Lake,Natural,,"1,000'"
2443,11/24/2018,Salt Lake,Natural,"20""",200'
2444,11/23/2018,Salt Lake,,"10""",25'
2445,11/23/2018,Salt Lake,Natural,"12""",70'
2446,11/23/2018,Salt Lake,Skier,2',70'
2447,11/23/2018,Salt Lake,Natural,"20""",30'
2448,11/23/2018,Salt Lake,Skier,"6""",125'
2449,11/22/2018,Salt Lake,Natural,"7""",50'
2450,11/5/2018,Salt Lake,Skier,"6""",15'
2451,10/10/2018,Salt Lake,Natural,,175'
2452,5/20/2018,Logan,Natural,3',100'
2453,5/15/2018,Logan,Natural,4',300'
2454,5/14/2018,Logan,Unknown,3',200'
2455,4/30/2018,Salt Lake,Skier,"6""",
2456,4/28/2018,Salt Lake,Unknown,,
2457,4/28/2018,Provo,Natural,"18""",200'
2458,4/28/2018,Salt Lake,Unknown,,
2459,4/28/2018,Salt Lake,Natural,,
2460,4/26/2018,Logan,Skier,,50'
2461,4/18/2018,Salt Lake,Skier,"12""",40'
2462,4/17/2018,Salt Lake,Skier,"10""",40'
2463,4/17/2018,Salt Lake,Skier,"8""",175'
2464,4/14/2018,Logan,Natural,,
2465,4/13/2018,Logan,Snowboarder,"16""",30'
2466,4/13/2018,Salt Lake,Natural,,
2467,4/12/2018,Provo,Natural,,
2468,4/9/2018,Salt Lake,Skier,,
2469,4/9/2018,Salt Lake,Skier,"13""",100'
2470,4/9/2018,Salt Lake,Skier,"4""",30'
2471,4/9/2018,Salt Lake,Skier,"3""",125'
2472,4/9/2018,Salt Lake,Natural,"6""",100'
2473,4/8/2018,Logan,Natural,,
2474,4/8/2018,Logan,Natural,,
2475,4/8/2018,Salt Lake,Skier,"3""",30'
2476,4/8/2018,Salt Lake,,"6""",15'
2477,4/8/2018,Salt Lake,,,
2478,4/8/2018,Salt Lake,Skier,"3""",30'
2479,4/7/2018,Skyline,Natural,"20""",
2480,4/7/2018,Salt Lake,Natural,,
2481,4/7/2018,Salt Lake,Natural,,
2482,4/7/2018,Salt Lake,Natural,,
2483,4/7/2018,Uintas,Natural,3.5',150'
2484,4/2/2018,Uintas,Snowmobiler,2',70'
2485,4/2/2018,Salt Lake,Unknown,2.5',80'
2486,4/2/2018,Logan,Natural,"10""",100'
2487,4/1/2018,Logan,Natural,"12""",200'
2488,3/31/2018,,,,
2489,3/31/2018,Provo,Natural,,400'
2490,3/28/2018,Salt Lake,Skier,"6""",25'
2491,3/28/2018,Skyline,Snow Bike,"18""",
2492,3/26/2018,Salt Lake,Natural,,
2493,3/24/2018,Salt Lake,Natural,,50'
2494,3/24/2018,Uintas,Snowmobiler,,200'
2495,3/24/2018,Uintas,Snowmobiler,,
2496,3/24/2018,Logan,Natural,3.5',300'
2497,3/24/2018,Logan,Natural,,
2498,3/23/2018,Salt Lake,Natural,4',500'
2499,3/23/2018,Uintas,Skier,4',800'
2500,3/23/2018,Logan,Natural,"12""",50'
2501,3/23/2018,Uintas,Natural,,
2502,3/23/2018,Salt Lake,Explosive,,
2503,3/23/2018,Provo,Explosive,3.5',"2,500'"
2504,3/23/2018,Salt Lake,,,
2505,3/23/2018,Salt Lake,Natural,10',500'
2506,3/23/2018,Ogden,,,
2507,3/22/2018,Provo,Natural,"15""","1,500'"
2508,3/22/2018,Salt Lake,,,80'
2509,3/22/2018,Salt Lake,Natural,,
2510,3/22/2018,Salt Lake,,,
2511,3/22/2018,Salt Lake,Unknown,,
2512,3/21/2018,Uintas,Skier,"18""",60'
2513,3/19/2018,Moab,Natural,"12""",40'
2514,3/19/2018,,Natural,,600'
2515,3/18/2018,Logan,Natural,3',200'
2516,3/17/2018,Salt Lake,Snowboarder,"8""",20'
2517,3/17/2018,Salt Lake,Skier,"12""",40'
2518,3/17/2018,Salt Lake,Skier,3.5',80'
2519,3/17/2018,Salt Lake,Snowboarder,4',150'
2520,3/16/2018,Salt Lake,Natural,"20""",200'
2521,3/16/2018,Salt Lake,Natural,2',100'
2522,3/16/2018,Salt Lake,Snowmobiler,2.5',40'
2523,3/15/2018,Skyline,Snow Bike,4',800'
2524,3/13/2018,Provo,Natural,2',150'
2525,3/12/2018,Salt Lake,Natural,,
2526,3/11/2018,Logan,Natural,"12""",25'
2527,3/11/2018,Salt Lake,Snowmobiler,5',350'
2528,3/11/2018,Uintas,Snowmobiler,2',
2529,3/11/2018,Logan,Unknown,2',100'
2530,3/10/2018,Salt Lake,Snowmobiler,,
2531,3/9/2018,Skyline,Snowmobiler,3.5',350'
2532,3/8/2018,Salt Lake,Skier,4',600'
2533,3/8/2018,Provo,,,
2534,3/8/2018,Uintas,Snowboarder,2.5',200'
2535,3/8/2018,Logan,Natural,2',200'
2536,3/8/2018,Provo,Explosive,4',"1,500'"
2537,3/8/2018,Salt Lake,Natural,5',300'
2538,3/7/2018,Ogden,Skier,2',
2539,3/7/2018,Provo,Natural,,
2540,3/7/2018,Uintas,Snowmobiler,4',70'
2541,3/6/2018,Provo,Snowmobiler,3',500'
2542,3/6/2018,Salt Lake,Snowboarder,3',15'
2543,3/6/2018,Provo,Skier,2.5',200'
2544,3/5/2018,Salt Lake,Skier,"10""",20'
2545,3/5/2018,Skyline,Skier,3',600'
2546,3/5/2018,Ogden,Natural,,
2547,3/5/2018,Ogden,Natural,,
2548,3/5/2018,Skyline,Natural,,
2549,3/5/2018,Skyline,Natural,3.5',150'
2550,3/5/2018,Skyline,Snowmobiler,3.5',300'
2551,3/5/2018,Provo,Snowmobiler,3',45'
2552,3/4/2018,Provo,Natural,"3""",800'
2553,3/4/2018,Salt Lake,Natural,,100'
2554,3/4/2018,Provo,Natural,,
2555,3/4/2018,Salt Lake,Skier,"12""",40'
2556,3/4/2018,Uintas,Skier,2',50'
2557,3/4/2018,Skyline,Natural,,
2558,3/4/2018,Provo,Hiker,"6""",30'
2559,3/4/2018,Salt Lake,Natural,3',300'
2560,3/3/2018,Salt Lake,Skier,"18""",50'
2561,3/3/2018,Salt Lake,Skier,3',60'
2562,3/2/2018,Provo,Skier,"18""",300'
2563,3/2/2018,Salt Lake,Snowmobiler,"12""",100'
2564,3/2/2018,Logan,,,
2565,3/1/2018,Salt Lake,,,20'
2566,2/28/2018,Salt Lake,Skier,"2""",50'
2567,2/28/2018,SE Idaho,Snow Bike,2',200'
2568,2/28/2018,Logan,Natural,3',250'
2569,2/28/2018,Ogden,Snowboarder,"18""",40'
2570,2/28/2018,Ogden,Skier,2',100'
2571,2/28/2018,Salt Lake,Natural,,
2572,2/28/2018,Salt Lake,Skier,2',80'
2573,2/28/2018,Uintas,Skier,2',40'
2574,2/27/2018,Salt Lake,,,800'
2575,2/27/2018,Salt Lake,Skier,2',20'
2576,2/26/2018,Ogden,,,
2577,2/26/2018,Skyline,Natural,"8""",15'
2578,2/26/2018,Salt Lake,Natural,5',
2579,2/26/2018,Provo,,,
2580,2/26/2018,Provo,Natural,,
2581,2/26/2018,Salt Lake,Skier,"10""",30'
2582,2/26/2018,Salt Lake,Natural,,
2583,2/26/2018,Skyline,Snowmobiler,2.5',125'
2584,2/26/2018,Uintas,Natural,2',150'
2585,2/26/2018,Skyline,Snowmobiler,2',50'
2586,2/26/2018,Salt Lake,Natural,,
2587,2/25/2018,Salt Lake,Unknown,,
2588,2/25/2018,Salt Lake,,2',50'
2589,2/25/2018,Salt Lake,Skier,"16""",30'
2590,2/25/2018,Salt Lake,Skier,"12""",40'
2591,2/25/2018,Uintas,Skier,"18""",200'
2592,2/25/2018,Salt Lake,,"14""",50'
2593,2/25/2018,Logan,Natural,,125'
2594,2/25/2018,Provo,Natural,,
2595,2/24/2018,Salt Lake,Snowboarder,"16""",50'
2596,2/24/2018,Skyline,Skier,3.5',250'
2597,2/24/2018,Provo,,,
2598,2/24/2018,Ogden,Natural,,
2599,2/24/2018,Uintas,Skier,"12""",60'
2600,2/24/2018,Uintas,Skier,5',200'
2601,2/24/2018,Salt Lake,Natural,"10""",20'
2602,2/24/2018,Provo,Natural,,
2603,2/23/2018,Salt Lake,,,
2604,2/23/2018,Uintas,Skier,"12""",100'
2605,2/22/2018,Moab,Natural,3.5',150'
2606,2/21/2018,Provo,Skier,"10""",15'
2607,2/21/2018,Salt Lake,Skier,"12""",40'
2608,2/21/2018,Uintas,Skier,"16""",60'
2609,2/20/2018,Salt Lake,,,10'
2610,2/20/2018,Uintas,Snowmobiler,2',80'
2611,2/20/2018,Salt Lake,Skier,"12""",30'
2612,2/19/2018,Salt Lake,Natural,,400'
2613,2/19/2018,Provo,Natural,,
2614,2/19/2018,Provo,,,100'
2615,2/19/2018,Salt Lake,Natural,3',100'
2616,2/19/2018,Uintas,Natural,,200'
2617,2/19/2018,Salt Lake,Skier,3',80'
2618,2/19/2018,SE Idaho,Snowmobiler,2.5',300'
2619,2/19/2018,Salt Lake,Snowboarder,2',300'
2620,2/19/2018,Salt Lake,Natural,"20""",50'
2621,2/19/2018,Logan,Natural,2',"1,500'"
2622,2/19/2018,Salt Lake,Natural,,300'
2623,2/19/2018,Salt Lake,Natural,2',500'
2624,2/19/2018,Salt Lake,Natural,,70'
2625,2/19/2018,SE Idaho,Snowmobiler,2',250'
2626,2/17/2018,Skyline,Natural,,250'
2627,2/16/2018,Salt Lake,Skier,,45'
2628,2/16/2018,Provo,,,100'
2629,2/16/2018,Salt Lake,Snowboarder,2',350'
2630,2/16/2018,Skyline,Natural,,175'
2631,2/16/2018,Salt Lake,Skier,"14""",40'
2632,2/16/2018,Uintas,Skier,2',25'
2633,2/15/2018,Salt Lake,Natural,,
2634,2/15/2018,Salt Lake,Natural,,40'
2635,2/15/2018,Moab,Natural,,
2636,2/15/2018,Salt Lake,Skier,"18""",20'
2637,2/15/2018,Salt Lake,Natural,,
2638,2/15/2018,Logan,Snowboarder,"10""",
2639,2/15/2018,Uintas,Natural,,50'
2640,2/15/2018,Salt Lake,Skier,3',50'
2641,2/15/2018,Salt Lake,Skier,2',100'
2642,2/15/2018,Salt Lake,Natural,2',100'
2643,2/15/2018,Salt Lake,Natural,3.5',100'
2644,2/15/2018,Salt Lake,Natural,2',70'
2645,2/15/2018,Moab,Natural,2',450'
2646,2/15/2018,Moab,Natural,2',200'
2647,2/14/2018,Provo,,,
2648,2/1/2018,Uintas,Unknown,"12""",15'
2649,2/1/2018,Uintas,Snowmobiler,4',300'
2650,1/31/2018,Salt Lake,Skier,"16""",70'
2651,1/31/2018,Salt Lake,Unknown,"16""",50'
2652,1/31/2018,Uintas,Snowmobiler,3',300'
2653,1/30/2018,Logan,Natural,"12""",200'
2654,1/28/2018,Salt Lake,Skier,"20""",150'
2655,1/27/2018,Salt Lake,Unknown,3',300'
2656,1/26/2018,Salt Lake,Skier,3',200'
2657,1/25/2018,Uintas,Skier,"15""",50'
2658,1/25/2018,Salt Lake,Skier,"18""",15'
2659,1/25/2018,Uintas,Natural,2',30'
2660,1/25/2018,Salt Lake,Natural,4.5',150'
2661,1/24/2018,SE Idaho,Snowboarder,"18""",70'
2662,1/24/2018,Southwest,Snowmobiler,,
2663,1/24/2018,Skyline,Snowmobiler,3',125'
2664,1/24/2018,Salt Lake,Skier,2',100'
2665,1/23/2018,Uintas,Snowmobiler,3',500'
2666,1/23/2018,Logan,Skier,"6""",10'
2667,1/21/2018,Salt Lake,Snowboarder,"15""",100'
2668,1/21/2018,Salt Lake,Snowmobiler,2.5',100'
2669,1/21/2018,Ogden,Snowboarder,,
2670,1/21/2018,Salt Lake,Snowmobiler,2.5',250'
2671,1/21/2018,Salt Lake,Natural,2',100'
2672,1/20/2018,Salt Lake,Skier,3',150'
2673,1/20/2018,Salt Lake,Skier,3',200'
2674,1/20/2018,Salt Lake,Skier,3',125'
2675,1/20/2018,Ogden,Natural,,
2676,1/20/2018,Provo,Natural,,100'
2677,1/16/2018,Salt Lake,Skier,2.5',125'
2678,1/15/2018,Uintas,Snowmobiler,3',150'
2679,1/15/2018,Salt Lake,,,
2680,1/14/2018,Logan,,,
2681,1/14/2018,Logan,Snowmobiler,3',900'
2682,1/14/2018,Uintas,Snowmobiler,6',500'
2683,1/13/2018,Logan,Snowmobiler,3',70'
2684,1/13/2018,Salt Lake,Natural,"12""",200'
2685,1/13/2018,Uintas,Skier,"18""",125'
2686,1/13/2018,Salt Lake,Skier,2',200'
2687,1/13/2018,Uintas,Snowmobiler,"18""",
2688,1/13/2018,Salt Lake,Snowmobiler,2',90'
2689,1/13/2018,Salt Lake,Snowboarder,"18""",20'
2690,1/13/2018,Salt Lake,Natural,"10""",200'
2691,1/13/2018,Skyline,Snowmobiler,,
2692,1/13/2018,Uintas,,,
2693,1/13/2018,Salt Lake,Snowboarder,2.5',100'
2694,1/12/2018,Salt Lake,Natural,2',250'
2695,1/12/2018,Logan,Natural,,
2696,1/12/2018,Logan,Natural,4',800'
2697,1/11/2018,Uintas,Skier,"2""",400'
2698,1/11/2018,Uintas,Natural,2.5',175'
2699,1/11/2018,Uintas,Natural,,500'
2700,1/11/2018,Salt Lake,Natural,2',80'
2701,1/11/2018,Salt Lake,,,
2702,1/11/2018,Logan,Natural,,"1,000'"
2703,1/11/2018,Provo,Natural,,"5,000'"
2704,1/11/2018,Salt Lake,Skier,2',100'
2705,1/11/2018,Salt Lake,Skier,"18""",250'
2706,1/11/2018,Salt Lake,Skier,"16""",200'
2707,1/10/2018,Salt Lake,Natural,2',300'
2708,1/10/2018,Salt Lake,Skier,2',"1,500'"
2709,1/10/2018,Southwest,Natural,"15""",
2710,1/10/2018,Salt Lake,,,
2711,1/10/2018,Salt Lake,Snowboarder,"12""",100'
2712,1/10/2018,Salt Lake,Skier,"20""",125'
2713,1/10/2018,Salt Lake,Skier,"14""","1,000'"
2714,1/10/2018,Salt Lake,Natural,,
2715,1/10/2018,Salt Lake,Skier,"18""",20'
2716,1/10/2018,Salt Lake,Skier,"18""",150'
2717,1/10/2018,Salt Lake,Skier,"12""","1,000'"
2718,1/10/2018,Skyline,Natural,"10""",125'
2719,1/10/2018,Salt Lake,Natural,2',150'
2720,1/10/2018,Skyline,Natural,3',
2721,1/10/2018,Provo,Unknown,,
2722,1/9/2018,Ogden,Natural,,
2723,1/9/2018,Salt Lake,Skier,"13""",100'
2724,1/9/2018,Ogden,Natural,2',"5,000'"
2725,1/9/2018,Ogden,Natural,,
2726,1/9/2018,Ogden,Natural,,
2727,1/7/2018,Salt Lake,Skier,"12""",20'
2728,1/7/2018,Salt Lake,,"12""",15'
2729,1/7/2018,Salt Lake,Skier,2',40'
2730,1/7/2018,Salt Lake,,2',150'
2731,1/7/2018,Salt Lake,Skier,,30'
2732,1/6/2018,Salt Lake,,"2""",
2733,1/6/2018,Salt Lake,Unknown,,100'
2734,12/29/2017,Salt Lake,Natural,,
2735,12/29/2017,Logan,Natural,"8""",25'
2736,12/29/2017,Salt Lake,Skier,"20""",40'
2737,12/29/2017,Ogden,Snowmobiler,4',80'
2738,12/29/2017,Logan,Unknown,4',400'
2739,12/29/2017,Logan,Natural,"12""",30'
2740,12/29/2017,Provo,Skier,2.5',100'
2741,12/28/2017,Salt Lake,Skier,2',50'
2742,12/28/2017,Salt Lake,Natural,"12""",175'
2743,12/27/2017,Salt Lake,Natural,"20""",350'
2744,12/27/2017,Salt Lake,Skier,"20""",250'
2745,12/27/2017,Ogden,Snowmobiler,2',250'
2746,12/27/2017,Uintas,Snowmobiler,4',700'
2747,12/27/2017,Logan,,,
2748,12/27/2017,Salt Lake,Natural,"15""",400'
2749,12/27/2017,Salt Lake,Skier,"12""",20'
2750,12/26/2017,Uintas,Natural,"12""",60'
2751,12/26/2017,Logan,Snowmobiler,2',90'
2752,12/26/2017,Salt Lake,Unknown,,
2753,12/26/2017,Ogden,Snowmobiler,2.5',"2,500'"
2754,12/26/2017,Uintas,Snowmobiler,3',500'
2755,12/26/2017,Salt Lake,Skier,"18""",
2756,12/26/2017,Salt Lake,Unknown,,150'
2757,12/26/2017,Uintas,Snowmobiler,2',100'
2758,12/26/2017,Salt Lake,Skier,"20""",300'
2759,12/26/2017,Salt Lake,Skier,"12""",50'
2760,12/26/2017,Uintas,Snowmobiler,"16""",60'
2761,12/26/2017,Uintas,,,
2762,12/26/2017,Logan,,,
2763,12/26/2017,Uintas,,,
2764,12/26/2017,SE Idaho,Natural,,
2765,12/26/2017,Logan,Snowmobiler,"12""",60'
